id,nested_qpl,dict_qpl,yaml_qpl
eafbe8022e6e84b49effffba29e56d289b5d1e4c269a3c3933fb377ba09b6cb9,"Aggregate GroupBy [ Country ] Output [ countstar AS Count_Star , Country ]
  In: Scan Table [ singer ] Output [ Country ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Country ]"", ""output"": ""countstar AS Count_Star , Country"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""singer"", ""output"": ""Country""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Country
  table: singer
id: '#2'
operation: Aggregate
output: countstar AS Count_Star , Country
predicate: GroupBy [ Country ]
"
e8e546b0d9e9fefa4c5f113010413fe3e77ee7f4f56456dc19a3d3ddb8314793,"Aggregate GroupBy [ Country ] Output [ countstar AS Count_Star , Country ]
  In: Scan Table [ singer ] Output [ Country ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Country ]"", ""output"": ""countstar AS Count_Star , Country"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""singer"", ""output"": ""Country""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Country
  table: singer
id: '#2'
operation: Aggregate
output: countstar AS Count_Star , Country
predicate: GroupBy [ Country ]
"
b622b7727c2f59b8d9162a06af9d125c7b91f2b7cad4d9ba976a52a14dcbd86b,"Join Predicate [ T.Age > B.Avg_Age ] Output [ T.Song_Name ]
  In: Scan Table [ singer ] Output [ Song_Name , Age ]
  In: Aggregate Output [ AVG(Age) AS Avg_Age ]
    In: Scan Table [ singer ] Output [ Age ]","{""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #3.Age > #2.Avg_Age ]"", ""output"": ""#3.Song_Name"", ""children"": [{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""AVG(Age) AS Avg_Age"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""singer"", ""output"": ""Age""}]}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""singer"", ""output"": ""Song_Name , Age""}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: Age
    table: singer
  id: '#2'
  operation: Aggregate
  output: AVG(Age) AS Avg_Age
- id: '#3'
  operation: Scan Table
  output: Song_Name , Age
  table: singer
id: '#4'
operation: Join
output: '#3.Song_Name'
predicate: 'Predicate [ #3.Age > #2.Avg_Age ]'
"
bc82973d8a4f671f6ef6a3b4e3a994c811d7f72d0410a6437d4195f8c5b8a0ce,"Join Predicate [ T.Age > B.Avg_Age ] Output [ T.Song_Name ]
  In: Scan Table [ singer ] Output [ Song_Name , Age ]
  In: Aggregate Output [ AVG(Age) AS Avg_Age ]
    In: Scan Table [ singer ] Output [ Age ]","{""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #3.Age > #2.Avg_Age ]"", ""output"": ""#3.Song_Name"", ""children"": [{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""AVG(Age) AS Avg_Age"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""singer"", ""output"": ""Age""}]}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""singer"", ""output"": ""Song_Name , Age""}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: Age
    table: singer
  id: '#2'
  operation: Aggregate
  output: AVG(Age) AS Avg_Age
- id: '#3'
  operation: Scan Table
  output: Song_Name , Age
  table: singer
id: '#4'
operation: Join
output: '#3.Song_Name'
predicate: 'Predicate [ #3.Age > #2.Avg_Age ]'
"
702b793672d277ed4c482f92123e570d1e078e384702f2391b7b7bde241442cd,"Scan Table [ stadium ] Predicate [ Capacity >= 5000 AND Capacity <= 10000 ] Output [ Name , Location , Capacity ]","{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""predicate"": ""Predicate [ Capacity >= 5000 AND Capacity <= 10000 ]"", ""output"": ""Name , Location , Capacity""}","id: '#1'
operation: Scan Table
output: Name , Location , Capacity
predicate: Predicate [ Capacity >= 5000 AND Capacity <= 10000 ]
table: stadium
"
03d124ae45b4ce58b2dcbf28e5bd3e207107ab62ee5a796cf67d278f03da5991,"Scan Table [ stadium ] Predicate [ Capacity >= 5000 AND Capacity <= 10000 ] Output [ Name , Location , Capacity ]","{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""predicate"": ""Predicate [ Capacity >= 5000 AND Capacity <= 10000 ]"", ""output"": ""Name , Location , Capacity""}","id: '#1'
operation: Scan Table
output: Name , Location , Capacity
predicate: Predicate [ Capacity >= 5000 AND Capacity <= 10000 ]
table: stadium
"
9d0778eb0707002333a0bf777d868b7a14384e4a6da008beda575d4c56628f95,"Aggregate GroupBy [ Average ] Output [ Average , MAX(Capacity) AS Max_Capacity ]
  In: Scan Table [ stadium ] Output [ Average , Capacity ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Average ]"", ""output"": ""Average , MAX(Capacity) AS Max_Capacity"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Average , Capacity""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Average , Capacity
  table: stadium
id: '#2'
operation: Aggregate
output: Average , MAX(Capacity) AS Max_Capacity
predicate: GroupBy [ Average ]
"
b9856abd94006487ca31911b34964cc7e41c7ac610e84c761ed5d107e75be80b,"Aggregate Output [ MAX(Capacity) AS Max_Capacity , AVG(Capacity) AS Avg_Capacity ]
  In: Scan Table [ stadium ] Output [ Capacity ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""MAX(Capacity) AS Max_Capacity , AVG(Capacity) AS Avg_Capacity"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Capacity""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Capacity
  table: stadium
id: '#2'
operation: Aggregate
output: MAX(Capacity) AS Max_Capacity , AVG(Capacity) AS Avg_Capacity
"
f2d22804f55d8c9889b17e685d05553725cce3ad4a081019ff11f72de7e9c8f1,"TopSort Rows [ 1 ] OrderBy [ Average DESC ] Output [ Name , Average , Capacity ]
  In: Scan Table [ stadium ] Output [ Name , Average , Capacity ]","{""id"": ""#2"", ""operation"": ""TopSort"", ""predicate"": ""Rows [ 1 ] OrderBy [ Average DESC ]"", ""output"": ""Name , Average , Capacity"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Name , Average , Capacity""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Name , Average , Capacity
  table: stadium
id: '#2'
operation: TopSort
output: Name , Average , Capacity
predicate: Rows [ 1 ] OrderBy [ Average DESC ]
"
567783c3df80bd4ff5f729ab5c7b8fc416c10a71799c470a6d2c3beb6ed5fcc9,"TopSort Rows [ 1 ] OrderBy [ Average DESC ] Output [ Name , Average , Capacity ]
  In: Scan Table [ stadium ] Output [ Name , Average , Capacity ]","{""id"": ""#2"", ""operation"": ""TopSort"", ""predicate"": ""Rows [ 1 ] OrderBy [ Average DESC ]"", ""output"": ""Name , Average , Capacity"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Name , Average , Capacity""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Name , Average , Capacity
  table: stadium
id: '#2'
operation: TopSort
output: Name , Average , Capacity
predicate: Rows [ 1 ] OrderBy [ Average DESC ]
"
b8c847904e750fe4416bc380d732457def4ae381a28aa719d6a951f5fc9d7fad,"Aggregate Output [ countstar AS Count_Star ]
  In: Scan Table [ concert ] Predicate [ Year = 2014 OR Year = 2015 ] Output [ Year ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""countstar AS Count_Star"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""predicate"": ""Predicate [ Year = 2014 OR Year = 2015 ]"", ""output"": ""Year""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Year
  predicate: Predicate [ Year = 2014 OR Year = 2015 ]
  table: concert
id: '#2'
operation: Aggregate
output: countstar AS Count_Star
"
c3d09bbd5ef44b3e809bb09034af2f560f4d623215e8376b9b7c125a7a724849,"Aggregate Output [ countstar AS Count_Star ]
  In: Scan Table [ concert ] Predicate [ Year = 2014 OR Year = 2015 ] Output [ Year ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""countstar AS Count_Star"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""predicate"": ""Predicate [ Year = 2014 OR Year = 2015 ]"", ""output"": ""Year""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Year
  predicate: Predicate [ Year = 2014 OR Year = 2015 ]
  table: concert
id: '#2'
operation: Aggregate
output: countstar AS Count_Star
"
dcd57f330d2deb88d06e3aa786b8bad819dc63de5e9110d4fbb94cbab2d57c1f,"Aggregate GroupBy [ Stadium_ID ] Output [ Name , countstar AS Count_Star ]
  In: Join Predicate [ B.Stadium_ID = T.Stadium_ID ] Output [ B.Stadium_ID , T.Name ]
    In: Scan Table [ stadium ] Output [ Name , Stadium_ID ]
    In: Scan Table [ concert ] Output [ Stadium_ID ]","{""id"": ""#4"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Stadium_ID ]"", ""output"": ""Name , countstar AS Count_Star"", ""children"": [{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.Stadium_ID = #2.Stadium_ID ]"", ""output"": ""#1.Stadium_ID , #2.Name"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""output"": ""Stadium_ID""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Name , Stadium_ID""}]}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: Stadium_ID
    table: concert
  - id: '#2'
    operation: Scan Table
    output: Name , Stadium_ID
    table: stadium
  id: '#3'
  operation: Join
  output: '#1.Stadium_ID , #2.Name'
  predicate: 'Predicate [ #1.Stadium_ID = #2.Stadium_ID ]'
id: '#4'
operation: Aggregate
output: Name , countstar AS Count_Star
predicate: GroupBy [ Stadium_ID ]
"
d011124ee39b8a8168783bbde992cc343aa3b925ea416d5262d1d21b8276ec93,"Aggregate GroupBy [ Stadium_ID ] Output [ Name , countstar AS Count_Star ]
  In: Join Predicate [ B.Stadium_ID = T.Stadium_ID ] Output [ B.Stadium_ID , T.Name ]
    In: Scan Table [ stadium ] Output [ Name , Stadium_ID ]
    In: Scan Table [ concert ] Output [ Stadium_ID ]","{""id"": ""#4"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Stadium_ID ]"", ""output"": ""Name , countstar AS Count_Star"", ""children"": [{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.Stadium_ID = #2.Stadium_ID ]"", ""output"": ""#1.Stadium_ID , #2.Name"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""output"": ""Stadium_ID""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Name , Stadium_ID""}]}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: Stadium_ID
    table: concert
  - id: '#2'
    operation: Scan Table
    output: Name , Stadium_ID
    table: stadium
  id: '#3'
  operation: Join
  output: '#1.Stadium_ID , #2.Name'
  predicate: 'Predicate [ #1.Stadium_ID = #2.Stadium_ID ]'
id: '#4'
operation: Aggregate
output: Name , countstar AS Count_Star
predicate: GroupBy [ Stadium_ID ]
"
1b4ff28beddb2e20b5b98772dc08dc31b033b25d3bb666da28b6bfc81b517174,"TopSort Rows [ 1 ] OrderBy [ Count_Star DESC ] Output [ Count_Star , Capacity , Name ]
  In: Aggregate GroupBy [ Stadium_ID ] Output [ Capacity , Name , countstar AS Count_Star ]
    In: Join Predicate [ B.Stadium_ID = T.Stadium_ID ] Output [ T.Stadium_ID , T.Capacity , T.Name ]
      In: Scan Table [ stadium ] Output [ Capacity , Stadium_ID , Name ]
      In: Scan Table [ concert ] Predicate [ Year >= 2014 ] Output [ Year , Stadium_ID ]","{""id"": ""#5"", ""operation"": ""TopSort"", ""predicate"": ""Rows [ 1 ] OrderBy [ Count_Star DESC ]"", ""output"": ""Count_Star , Capacity , Name"", ""children"": [{""id"": ""#4"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Stadium_ID ]"", ""output"": ""Capacity , Name , countstar AS Count_Star"", ""children"": [{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.Stadium_ID = #2.Stadium_ID ]"", ""output"": ""#2.Stadium_ID , #2.Capacity , #2.Name"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""predicate"": ""Predicate [ Year >= 2014 ]"", ""output"": ""Year , Stadium_ID""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Capacity , Stadium_ID , Name""}]}]}]}","children:
- children:
  - children:
    - id: '#1'
      operation: Scan Table
      output: Year , Stadium_ID
      predicate: Predicate [ Year >= 2014 ]
      table: concert
    - id: '#2'
      operation: Scan Table
      output: Capacity , Stadium_ID , Name
      table: stadium
    id: '#3'
    operation: Join
    output: '#2.Stadium_ID , #2.Capacity , #2.Name'
    predicate: 'Predicate [ #1.Stadium_ID = #2.Stadium_ID ]'
  id: '#4'
  operation: Aggregate
  output: Capacity , Name , countstar AS Count_Star
  predicate: GroupBy [ Stadium_ID ]
id: '#5'
operation: TopSort
output: Count_Star , Capacity , Name
predicate: Rows [ 1 ] OrderBy [ Count_Star DESC ]
"
6b4498103b5d61a19827ce25667aea3019ce7675511bd6745692252c786e1437,"TopSort Rows [ 1 ] OrderBy [ Count_Star DESC ] Output [ Count_Star , Capacity , Name ]
  In: Aggregate GroupBy [ Stadium_ID ] Output [ Capacity , Name , countstar AS Count_Star ]
    In: Join Predicate [ B.Stadium_ID = T.Stadium_ID ] Output [ T.Stadium_ID , T.Capacity , T.Name ]
      In: Scan Table [ stadium ] Output [ Capacity , Stadium_ID , Name ]
      In: Scan Table [ concert ] Predicate [ Year > 2013 ] Output [ Year , Stadium_ID ]","{""id"": ""#5"", ""operation"": ""TopSort"", ""predicate"": ""Rows [ 1 ] OrderBy [ Count_Star DESC ]"", ""output"": ""Count_Star , Capacity , Name"", ""children"": [{""id"": ""#4"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Stadium_ID ]"", ""output"": ""Capacity , Name , countstar AS Count_Star"", ""children"": [{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.Stadium_ID = #2.Stadium_ID ]"", ""output"": ""#2.Stadium_ID , #2.Capacity , #2.Name"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""predicate"": ""Predicate [ Year > 2013 ]"", ""output"": ""Year , Stadium_ID""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Capacity , Stadium_ID , Name""}]}]}]}","children:
- children:
  - children:
    - id: '#1'
      operation: Scan Table
      output: Year , Stadium_ID
      predicate: Predicate [ Year > 2013 ]
      table: concert
    - id: '#2'
      operation: Scan Table
      output: Capacity , Stadium_ID , Name
      table: stadium
    id: '#3'
    operation: Join
    output: '#2.Stadium_ID , #2.Capacity , #2.Name'
    predicate: 'Predicate [ #1.Stadium_ID = #2.Stadium_ID ]'
  id: '#4'
  operation: Aggregate
  output: Capacity , Name , countstar AS Count_Star
  predicate: GroupBy [ Stadium_ID ]
id: '#5'
operation: TopSort
output: Count_Star , Capacity , Name
predicate: Rows [ 1 ] OrderBy [ Count_Star DESC ]
"
aa6bf7301371f2cff46a9c496cf9c22dbbb4cb140dfc89f2ac109fd69c17017a,"TopSort Rows [ 1 ] OrderBy [ Count_Star DESC ] Output [ Year , Count_Star ]
  In: Aggregate GroupBy [ Year ] Output [ Year , countstar AS Count_Star ]
    In: Scan Table [ concert ] Output [ Year ]","{""id"": ""#3"", ""operation"": ""TopSort"", ""predicate"": ""Rows [ 1 ] OrderBy [ Count_Star DESC ]"", ""output"": ""Year , Count_Star"", ""children"": [{""id"": ""#2"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Year ]"", ""output"": ""Year , countstar AS Count_Star"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""output"": ""Year""}]}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: Year
    table: concert
  id: '#2'
  operation: Aggregate
  output: Year , countstar AS Count_Star
  predicate: GroupBy [ Year ]
id: '#3'
operation: TopSort
output: Year , Count_Star
predicate: Rows [ 1 ] OrderBy [ Count_Star DESC ]
"
8314cff444da4190f678444cf54af0f671ea099bf1fd89b5c3d7fd8992206b6e,"TopSort Rows [ 1 ] OrderBy [ Count_Star DESC ] Output [ Year , Count_Star ]
  In: Aggregate GroupBy [ Year ] Output [ Year , countstar AS Count_Star ]
    In: Scan Table [ concert ] Output [ Year ]","{""id"": ""#3"", ""operation"": ""TopSort"", ""predicate"": ""Rows [ 1 ] OrderBy [ Count_Star DESC ]"", ""output"": ""Year , Count_Star"", ""children"": [{""id"": ""#2"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Year ]"", ""output"": ""Year , countstar AS Count_Star"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""output"": ""Year""}]}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: Year
    table: concert
  id: '#2'
  operation: Aggregate
  output: Year , countstar AS Count_Star
  predicate: GroupBy [ Year ]
id: '#3'
operation: TopSort
output: Year , Count_Star
predicate: Rows [ 1 ] OrderBy [ Count_Star DESC ]
"
a2ffbc395f534bbcc3f680bff6c1171efc495cd5e4a165fd980fb0040bac4623,"Except Predicate [ T.Stadium_ID IS NULL OR B.Stadium_ID = T.Stadium_ID ] Output [ B.Name ]
  In: Scan Table [ concert ] Output [ Stadium_ID ]
  In: Scan Table [ stadium ] Output [ Name , Stadium_ID ]","{""id"": ""#3"", ""operation"": ""Except"", ""predicate"": ""Predicate [ #2.Stadium_ID IS NULL OR #1.Stadium_ID = #2.Stadium_ID ]"", ""output"": ""#1.Name"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Name , Stadium_ID""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""output"": ""Stadium_ID""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Name , Stadium_ID
  table: stadium
- id: '#2'
  operation: Scan Table
  output: Stadium_ID
  table: concert
id: '#3'
operation: Except
output: '#1.Name'
predicate: 'Predicate [ #2.Stadium_ID IS NULL OR #1.Stadium_ID = #2.Stadium_ID ]'
"
9891f13461359514e80f559cbff62c2204692fb32e2b850d48f587e0a2f068b0,"Except Predicate [ T.Stadium_ID IS NULL OR B.Stadium_ID = T.Stadium_ID ] Output [ B.Name ]
  In: Scan Table [ concert ] Output [ Stadium_ID ]
  In: Scan Table [ stadium ] Output [ Name , Stadium_ID ]","{""id"": ""#3"", ""operation"": ""Except"", ""predicate"": ""Predicate [ #2.Stadium_ID IS NULL OR #1.Stadium_ID = #2.Stadium_ID ]"", ""output"": ""#1.Name"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""stadium"", ""output"": ""Name , Stadium_ID""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""concert"", ""output"": ""Stadium_ID""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Name , Stadium_ID
  table: stadium
- id: '#2'
  operation: Scan Table
  output: Stadium_ID
  table: concert
id: '#3'
operation: Except
output: '#1.Name'
predicate: 'Predicate [ #2.Stadium_ID IS NULL OR #1.Stadium_ID = #2.Stadium_ID ]'
"
66e090db2c6354463561fac293917d6c63cedb67424cde7983e0d0e45c06013f,"Intersect Predicate [ B.Country = T.Country ] Output [ B.Country ]
  In: Scan Table [ singer ] Predicate [ Age < 30 ] Output [ Country , Age ]
  In: Scan Table [ singer ] Predicate [ Age > 40 ] Distinct [ true ] Output [ Country , Age ]","{""id"": ""#3"", ""operation"": ""Intersect"", ""predicate"": ""Predicate [ #1.Country = #2.Country ]"", ""output"": ""#1.Country"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""singer"", ""predicate"": ""Predicate [ Age > 40 ] Distinct [ true ]"", ""output"": ""Country , Age""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""singer"", ""predicate"": ""Predicate [ Age < 30 ]"", ""output"": ""Country , Age""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Country , Age
  predicate: Predicate [ Age > 40 ] Distinct [ true ]
  table: singer
- id: '#2'
  operation: Scan Table
  output: Country , Age
  predicate: Predicate [ Age < 30 ]
  table: singer
id: '#3'
operation: Intersect
output: '#1.Country'
predicate: 'Predicate [ #1.Country = #2.Country ]'
"
